complaint,category,urgency
"Hello sir, please share the fare chart for auto rickshaws operating from Railway Quarters.",roads_transport,low
It is requested to note that the main pipeline has burst in Ashok Vihar and the whole road is flooded since morning. Kindly forward this to the right department if it is not yours. This needs attention today itself.,water_supply,high
I wish to report that please share teh tmiings of teh Railway Quarters electricity office counter. Appreciate your help,electricity,low
"we are really fed up, my electricity bill for Shanti Kunj shows almost double units this month without any change in usage. Please share a complaint number so I can follow up. kindly treat this as an emergency.",electricity,medium
Our card in Krishna Colony shows a member who left the household years ago. Please let us know the action taken.,ration_aadhar,medium
"Hello sir, I want to know if teh Rose Garden area has a separate e-waste collection day. I can be contacted in teh eevning after work hours. Appreciate your help.",sanitation,low
"Look, please share the list of items and quantities available at the Sector 5 ration shop. I checked with the neighbours before writing this. Thanks in advance.",ration_aadhar,low
"LOOK, SUPPLY TIMINGS IN SHANTI KUNJ KEEP CHANGING WITHOUT ANY INFORMATION TO RESIDENTS AS USUAL.",water_supply,medium
pls tell me documents needed for a temporary connection during a function in Milan Vihar,electricity,low
"Sir ji, a sewer line has broken right beside the drinking paani pipe in Lajpat Nagar to be bahut frank. Bahut dikkat ho rahi hai humein.",water_supply,high
Please note requesting that the meter reader visit Sector 9 on weekends so people are at home. Thanks in advance.,water_supply,low
Kindly note that requseting road name boards at teh lane entries in Bank Colony honestly speaking. Awaiting ur reply.,roads_transport,low
requesting that Ward 18 bus stop be shifted fifty metres for easier access n nobody listens. Many residents of area feel same way. requesting urgent intervention.,roads_transport,low
Requesting a first aid training session for volunteers in Bharat Nagar. I checked with the neighbours before writing this. Bahut dikkat ho rahi hai humein.,healthcare,low
This is to inform the concerned department that plastic waste is not being segregated at the Subhash Chowk collection point despite the rule. Kindly treat it as important,sanitation,medium
"We are really fed up, the linemen in Teachers Colony attend the fault but never repair it properly, same issue repeats. Many residents of the area feel teh same way. Kindly look into the matter.",electricity,medium
a stretch of Jawahar Ward road has caved in after rain n vehicles are falling in. someone can get seriously hurt.,roads_transport,high
"We are really fed up, please share the list of specialists visiting the Dev Nagar centre and on which days. please inform at your convenience.",healthcare,low
Please share the procedure for getting a medical fitness certificate in Sector 14. awaiting your reply.,healthcare,low
there is knee-deep sewage water outside health centre in Station Road honestly speaking,sanitation,high
Kindly note that we are getting somebody else's bill at our Ward 21 address every alternate month. I can be contacted in the evening after work hours.,electricity,medium
pls share list of specialists visiting Patel Nagar centre n on which days even after so many complaints,healthcare,low
It is requested to note that requesting that the meter reader visit Mill Area on weekends so people are at home.,water_supply,low
I would like to bring to your notice that requesting one additional streetlight near the small park in Gandhi Nagar. I am available on my registered mobile number for any verification.,electricity,low
"Hi, I would like to know the process to add a newborn to teh family card in Tilak Ward. I have already spoken to teh local office once. Thanks in advance",ration_aadhar,low
"It is requested to note that supply water in Sector 4 turned white and oily this morning, nobody is willing to drink it. Please do not delay this further.",water_supply,high
the drain cover near Vivek Vihar temple lane is broken n someone was injured last night,sanitation,high
It is requested to note that my electricity bill for Sector 5 shows almost double units this month without any change in usage and nobody listens. Please share a complaint number so I can follow up. Appreciate your help.,electricity,medium
It is requested to note that the drain in Ward 21 is flowing very slowly and needs desilting before the rains. Kindly look into the matter.,sanitation,medium
many families in Subhash Chowk have diarrhoea after supply resumed last week,water_supply,high
Please share the list of specialists visiting teh Jawahar Ward centre and on which days. pleae do it urgenlty if possible.,healthcare,low
The pressure in MG Road is so low that paani does not reach the first floor.,water_supply,medium
It is requested to note that requesting a token system at the Sector 11 centre to avoid crowding. The same thing happened last year as well. Please arrange a solution soon.,ration_aadhar,low
Submitting this complaint to inform that I want to know if the Anand Vihar centre takes online appointments or only walk ins. I am writing on behalf of a few families in the lane.,ration_aadhar,low
I wish to report that there are no lights on the Old Market bypass stretch and two accidents happened there this week. We request immediate action before something bad happens,roads_transport,high
power in Nehru Colony trips every time it drizzles a little and takes hours to come back. I can be contacted in the evening after work hours. Kindly treat it as important.,electricity,medium
"Hello sir, please share the fare chart for auto rickshaws operating from Ashok Vihar honestly speaking. We have complained earlier as well.",roads_transport,low
pls share fare chart for auto rickshaws operating from Subhash Chowk. I am writing on behalf of a few families in lane,roads_transport,low
I would like to bring to your notice that the Sector 9 centre is often closed on wokring days wihtout any notice on teh door.,ration_aadhar,medium
sir garbage point in Sector 9 is right in front of a school gate even after so many complaints. hoping for a permanent fix this time.,sanitation,medium
I wish to report that a patient was bleeding in teh Station Road causalty adn waited over an hour with no attention like always. Please do it urgently if possible.,healthcare,high
"This is to inform the concerned department that sewage seems to be mixing with the drinking water line in Teachers Colony, the water smells foul. Requesting urgent intervention.",water_supply,high
"the drain in Railway Quarters is open in one stretch and smells bahut bad in the evening. Aap se request hai, dekh lijiye.",sanitation,medium
Please note I want to know if a bore well in a private plot in Housing Board Colony needs permission to be very frank. appreciate your help.,water_supply,low
plz note the old wiring on teh Green Park pole is loose and keeps causing flickering in all the houses.,electricity,medium
the ration shop in Sector 9 opens only for two hours and closes without notice.,ration_aadhar,medium
Just want to say that please share the documents required for a name transfer of a water connection in Anand Vihar.,water_supply,low
Please note ourr ration card in Old Market was cancelled without any notice and the family has no other support like always,ration_aadhar,high
I wish to report that power has been out in Ashok Vihar for six days and the children in our lane is dependent on an oxygen concentrator. Please send someone immediately.,electricity,high
just want to say that requesting a speed breaker on the lane approaching the Lajpat Nagar school. The same thing happened last year as well.,roads_transport,low
the Krishna Colony Aadhaar centre gives only ten tokens a day and people return empty handed. kindly look into the matter.,ration_aadhar,medium
Just want to say that the Kisan Chowk shop does not give the sugar and oil portion regularly. would appreciate a quick response.,ration_aadhar,medium
"Respected sir, requesting a camp for Aadhaar updates in the Bank Colony school for parents.",ration_aadhar,low
Kindly note that a patient was bleeding in the Ward 21 casualty and waited over an hour with no attention. I am ready to show the spot to your team any time.,healthcare,high
"We are really fed up, the school in Station Road has had no water for twelve days and children are being sent home even after so many complaints",water_supply,high
"Look, pleasee tell me teh documents needed for a temporary connection during a function in Nehru Colony. Kindly guide me.",electricity,low
This is to inform teh concerned departmet that street lights along the Sector 9 stretch are working only on one side. We request immediate action before something bad happens.,roads_transport,medium
I wish to report that a wire has fallen on a parked vehicle in Ashok Vihar and it is sparking every few seconds. This has been going on for a while now.,electricity,high
the school in Ward 3 has had no water for eight days n children are being sent home again n again,water_supply,high
just want to say that I want to change my Sun City connection from domestic to commercial category. thank you.,electricity,low
a bus stand shelter in Sector 5 collapsed partially n people still wait under it,roads_transport,high
"load shedding in Sector 9 is happening at exam time in the evening and students are suffering. Aap se request hai, dekh lijiye.",electricity,medium
"HI, THE COMMUNITY TAP IN JAWAHAR WARD HAS A BROKEN HANDLE SO IT CANNOT BE CLOSED PROPERLY.",water_supply,medium
the Lajpat Nagar flyover expansion joint has come loose and vehicles jump over it. someone can get seriously hurt.,roads_transport,high
Please note the public toilet at the Krishna Colony bus stand is overflowing and unusable,sanitation,high
"Respected sir, the supply to the dialysis unit near Rajiv Nagar keeps failing in the middle of treatment like always. I am available on my registered mobile number for any verification. Please inform at your convenience.",electricity,high
A bus stand shelter in Lajpat Nagar collapsed partially and people still wait under it. pls send someone immediatley.,roads_transport,high
"Respceted sir, teh biometric mahcine at the Milan Vihar shop stops working almost every alternate day.",ration_aadhar,medium
"We are really fed up, the fogging vehicle has not visited Bapu Nagar this season at all. hoping for a permanent fix this time.",sanitation,medium
I would like to bring to your notice that the only ventilator at the Shiv Colony facility has been non-functional for weeks.,healthcare,high
"look, our Ashok Vihar colony has been without supply for five days and the fire hydrant is also dry as usual. i am ready to show the spot to your team any time.",water_supply,high
"Sir ji, I want information on the penalty for spitting and littering in Bharat Nagar. Kindly forward this to the right department if it is not yours. Bahut dikkat ho rahi hai humein.",sanitation,low
"I wish to report that buses do not stop at the Shiv Colony stop unless the passengers wave repeatedly. No hurry, whenever possible.",roads_transport,medium
I wish to report that I want a duplicate bill for my water connection in Ward 21. This was also discussed in our last residents meeting. Please inform at your convenience.,water_supply,low
"We are really fed up, the valve operator for Bapu Nagar opens the line for the other side first and we get very little honestly speaking. Kindly guide me.",water_supply,medium
Requesting an awareness programme on hygiene in the Sector 14 school. I am writing on behalf of a few families in the lane. This needs attention today itself.,sanitation,low
pls note drain cover near Tilak Ward temple lane is broken n someone was injured last night,sanitation,high
Submitting this complaint to inform that the Ward 18 centre is often closed on working days wihtout any notice on the door. I checked with the neihgbours before writing this,ration_aadhar,medium
I wish to report that please share the toll free number for ration related queries for Gandhi Nagar like always.,ration_aadhar,low
I wish to report that please tell me the documents needed for a temporary connection during a function in Sector 14. Awaiting your reply,electricity,low
there is heavy sparking from transformer near Mill Area market n people keep standing right next to it,electricity,high
Submitting this complaint to inform that the ration shop in Housing Board Colony opens only for two hours and closes without notice. Please share a complaint number so I can follow up. Would appreciate a quick response.,ration_aadhar,medium
"we are really fed up, the fogging vehicle has not visited Milan Vihar this season at all and nobody listens. Please inform at your convenience.",sanitation,medium
"please dhyan dijiye, please share the documents required for a name transfer of a paani connection in Ward 21.",water_supply,low
The Kisan Chowk road was dug for cabling and repaired very poorly. We have complained earlier as well.,roads_transport,medium
The school bus route through Ashok Vihar passes a collapsed culvert with no barricade even after so many complaints. kindly treat this as an emergency.,roads_transport,high
It is requested to note that street lights along the Ward 3 stretch are working only on one side again and again.,roads_transport,medium
"we are really fed up, requesting a public toilet for the market area in Gandhi Nagar. I have attached nothing but can share photos if needed. Thank you",sanitation,low
pls note ration distribution list for Ashok Vihar is not put up anywhere for people to check,ration_aadhar,medium
"Look, our Teachers Colony colony has been without supply for 10 days and the fire hydrant is also dry. we request immediate action before something bad happens.",water_supply,high
The entire Model Town area has had no supply since last night and even the water pumps have stopped as usual.,electricity,high
supply in Vivek Vihar stops midway whenever a power cut n never resumes that day. Please share a complaint number so I can follow up,water_supply,medium
requesting a feedback or suggestion box at Sector 14 health centre as usual,healthcare,low
"MADAM JI, I WANT TO KNOW THE LOAD SANCTIONED ON MY CONNECTION IN KISAN CHOWK. KINDLY FORWARD THIS TO THE RIGHT DEPARTMENT IF IT IS NOT YOURS. KRIPYA EK BAAR DEKH LIJIYE.",electricity,low
I would like to bring to your notice that a bus stand shelter in Jawahar Ward collapsed partially and people still wait under it. Please do not delay this further.,roads_transport,high
The widow pension for my neighbour in Sun City has been stopped due to a seeding error as usual.,ration_aadhar,high
the valve operator for Vivek Vihar opens line for other side first n we get very little,water_supply,medium
the garbage vehicle has not come to Dev Nagar for four days and residents are dumping on the road. please do not delay this further.,sanitation,high
Just want to say that I would like to correct the spelling of my name on teh Rose Garden water bill.,water_supply,low
"sir ji, requesting a public toilet for the market area in Ward 12. I am available on my registered mobile number for any verification. Hoping for a permanent fix this time.",sanitation,low
Kindly note that the water bill for our Ashok Vihar house has arrived with the wrong connection number.,water_supply,medium
"hi, load shedding in Subhash Chowk is happening at exam time in the evening and students are suffering.",electricity,medium
"Please dhyan dijiye, please confirm the last date of payment for the current cycle in MG Road. I am a regular taxpayer of this ward.",electricity,low
It is rqeuested to note that the Sector 9 flyover expansion joint has come loose adn vehicles jump over it.,roads_transport,high
A SEWER LINE HAS BROKEN RIGHT BESIDE THE DRINKING WATER PIPE IN INDIRA COLONY. AWAITING YOUR REPLY,water_supply,high
Kindly note that watar pressure in Green Park has completely stopped and the summer heat is making it dangerous for elderly people. Kindly treat this as an emergency.,water_supply,high
supply in Ward 12 stops midway whenever a power cut n never resumes that day,water_supply,medium
sir community tap in Vivek Vihar has a broken handle so it cannot be closed properly,water_supply,medium
Requesting a water quality test report for the supply given to Rajiv Nagar. Appreciate your help.,water_supply,low
the garbage vehicle has not come to Jawahar Ward for eight days and residents are dumping on the road.,sanitation,high
"Bahut pareshani ho rahi hai, a stretch of the Ashok Vihar sadak has caved in after the rain and vehicles are falling in. Kripya jaldi karwa dijiye.",roads_transport,high
The Vivek Vihar hospital charges for forms that are supposed to be free. The same thing happened last year as well. requesting the department to act.,healthcare,medium
Submitting this complaint to inform that water supply to the health centre in Dev Nagar has been cut off and they cannot run the ward.,water_supply,high
Requesting road name boards at the lane entries in Teachers Colony. I have attached nothing but can share photos if needed. Kripya jaldi karwa dijiye.,roads_transport,low
pls share fare chart for auto rickshaws operating from Sector 5. I am writing on behalf of a few families in lane,roads_transport,low
This is to inform the concerned department that please share the garbage collection timings for Sector 14. Please inform at your convenience.,sanitation,low
"Hi, requesting information about home composting support for households in MG Road. please inform at your convenience.",sanitation,low
"hi, the school bus route through Rajiv Nagar passes a collapsed culvert with no barricade even after so many complaints. this needs attention today itself.",roads_transport,high
Kindly note that please tell me the process to change the head of family on the Bapu Nagar card.,ration_aadhar,low
I want to know how to report illegal dumping in Railway Quarters online. I can be contacted in the evening after work hours. Please arrange a solution soon.,sanitation,low
"we are really fed up, a stretch of the Shanti Kunj road has caved in after the rain and vehicles are falling in.",roads_transport,high
pls note requesting a public seating bench near Railway Quarters crossing. I am a regular taxpayer of this ward,roads_transport,low
please share the list of items and quantities available at the Panchsheel Nagar ration shop. Kindly forward this to the right department if it is not yours. This has been going on for a while now.,ration_aadhar,low
I wish to report that the drain near the Model Town park has been giving a bad smell for over a month. Please arrange a solution soon.,sanitation,medium
"Respected sir, the intensive care unit in Sector 9 has no trained staff at night. Awaiting your reply",healthcare,high
"Namaste sir, please confirm the last date of payment for the current cycle in Vivek Vihar. Kindly treat it as important.",electricity,low
I wish to report that I want to know how to transfer my ration card from Ashok Vihar to another district. Please inform at your convenience.,ration_aadhar,low
a bus stand shelter in Dev Nagar collapsed partially and logon still wait under it. Puri colony pareshan hai.,roads_transport,high
This is to inform the concerned department that requesting information about home composting support for households in Station Road as usual. I am writing on behalf of a few families in the lane. Please send someone immediately.,sanitation,low
"Requesting a bin for sanitary waste at the Railway Quarters community toilet. I checked with the neighbours before writing this. Aap se request hai, dekh lijiye.",sanitation,low
I wish to report that the blood bank attached to Milan Vihar says the storage unit has not been working properly even after so many complaints. We request immediate action before something bad happens.,healthcare,high
It is requested to note that pls share the timings of the Rajiv Nagar electricity office counter. Thanks in advance.,electricity,low
I wish to report that requesting clearer signage at the Jawahar Ward Aadhaar centre for first time visitors. Kindly forward this to the right department if it is not yours. Please inform at your convenience,ration_aadhar,low
I would like to bring to your notice that the tank on our Shanti Kunj building is overflowing with dirty water and the motor cannot be switched off. Someone can get seriously hurt.,water_supply,high
sir prepaid meter in Rajiv Nagar deducts balance even when house is locked,electricity,medium
The quota for our family in Housing Board Colony was reduced without any explanation. We have complained earlier as well.,ration_aadhar,medium
The road sweeping in Sector 5 is done at noon when there is heavy traffic. Thank you,sanitation,medium
My new connection application for Civil Lines has been pending for fifteen weeks with no update even after so many complaints. Bahut dikkat ho rahi hai humein.,electricity,medium
I want to know why a meter testing fee is charged in Railway Quarters and what it covers. Bahut dikkat ho rahi hai humein.,electricity,low
"Hello sir, the dealer in Panchsheel Nagar behaves rudely with people who ask for the register",ration_aadhar,medium
"Respected sir, please tell me the documents needed for a temporary connection during a function in Subhash Chowk. This was also discussed in our last residents meeting. Kindly guide me.",electricity,low
Please confirm the office timings of the water works division covering Shanti Kunj.,water_supply,low
"Look, please arrange a dustbin for the small park in Shanti Kunj. no hurry, whenever possible.",sanitation,low
Kindly note that water pressure in Mill Area has completely stopped and the summer heat is making it dangerous for elderly people like always,water_supply,high
Please note reqeusting a feedback or suggetsion box at teh Indira Colony health centre.,healthcare,low
"look, the road sweeping in Sun City is done at noon when there is heavy traffic. we have complained earlier as well",sanitation,medium
Kindly note that the widow pension for my uncle in Sector 14 has been stopped due to a seeding error even after so many complaints. We request immediate action before something bad happens.,ration_aadhar,high
Please share the contact number of the junior engineer responsible for Railway Quarters. Kripya jaldi karwa dijiye.,water_supply,low
The road divider in Ward 3 is broken and vehicles are coming head on every day. Thank you.,roads_transport,high
"Please dhyan dijiye, the timetable displayed at the Civil Lines bus stop is several years old. Kindly forward this to the right department if it is not yours. Kripya jaldi karwa dijiye.",roads_transport,medium
the staff at the Sector 11 health centre is rude and dismissive with patients who ask questions. kindly look into the matter.,healthcare,medium
plastic waste is not being segregated at Shiv Colony collection point despite rule,sanitation,medium
requesting information about home composting support for households in Vivek Vihar. Please inform at your convenience.,sanitation,low
illegal parking on both sides of Station Road road leaves very little space for vehicles. kindly look into the matter.,roads_transport,medium
Submitting this complient to inform that kindly let me know if online payment for Sector 11 connections has any service charge. Kindly look into the matter.,electricity,low
"the streetlight timer in Krishna Colony is set wrong, lights stay on all day n go off at night. requesting the department to act.",electricity,medium
The New Basti hospital charges for forms that are supposed to be free. someone can get seriously hurt.,healthcare,medium
"We are really fed up, the supply to the dialysis unit near Railway Quarters keeps failing in the middle of treatment and nobody listens.",electricity,high
PLS NOTE REQUESTING A FEEDBACK OR SUGGESTION BOX AT GANDHI NAGAR HEALTH CENTRE. MANY RESIDENTS OF AREA FEEL SAME WAY,healthcare,low
I want to close an unused water connection at my old address in Green Park. Many residents of the area feel the same way. Appreciate your help.,water_supply,low
"please dhyan dijiye, kindly tell me whether water bills for Shanti Kunj can be paid at the common service centre. Puri colony pareshan hai.",water_supply,low
Please share the timings of the Mill Area electricity office counter. Kripya ek baar dekh lijiye,electricity,low
the only ventilator at Bharat Nagar facility non-functional for weeks,healthcare,high
"Namaste sir, I want information on the penalty for spitting and littering in Sector 14. I have already spoken to the local office once. Puri colony pareshan hai",sanitation,low
I wish to report that the staff at the Tilak Ward health centre is rude and dismissive with patients who ask questions. Requesting the department to act.,healthcare,medium
Submitting this complaint to inform that a snake bite case from Sector 11 was turned away as no atnivenom was available. We request immediate action before something bad happens.,healthcare,high
"Madam ji, the shop in Lajpat Nagar distributes only on fixed two din and working people cannot reach. This has been going on for a while now.",ration_aadhar,medium
"Hi, the side drain along the Lajpat Nagar road is above road level so water stands on the road. No hurry, whenever possible.",roads_transport,medium
"Hi, requesting a drinking water point near the bus stop in Sector 14. This was also discussed in ourr last residents meeting. Kindly guide me.",water_supply,low
water supply to health centre in Ward 3 cut off n they cannot run ward,water_supply,high
Kindly note that a pregnant woman from New Basti was refused admission and told to go to the district hospital at night. This needs attention today itself,healthcare,high
It is requested to note that the bus shelter in Panchsheel Nagar has no seating and a leaking roof. Please do it urgently if possible,roads_transport,medium
please note our entire lane in Gandhi Nagar has not received the monthly quota this month. please do not delay this further.,ration_aadhar,high
This is to inform the concerned department that the Bank Colony centre does not accept the documents that their own website lists. Please arrange a solution soon.,ration_aadhar,medium
The X-ray machine at the Sector 4 hospital has been broken for 3 weeks and accident cases are being shifted. Kripya ek baar dekh lijiye,healthcare,high
"Hello sir, supply in Ashok Vihar is cut every morning without any prior notice or announcement to be very frank. this has been going on for a while now.",electricity,medium
"hi, please inform the process for adopting the Teachers Colony park for maintenance. I am available on my registered mobile number for any verification. Appreciate your help.",sanitation,low
pls note supply in Ward 12 is cut every morning without any prior notice or announcement as usual. please arrange a solution soon.,electricity,medium
Submitting this complaint to inform that a deep pothole on the Sector 4 main road caused a serious accident yesterday evening. Appreciate your help,roads_transport,high
"look, a pregnant woman from Bank Colony was refused admission and told to go to the district hospital at night. The same thing happened last year as well.",healthcare,high
"madam ji, garbage has been dumped right next to the drinking water tank in Model Town. Aap se request hai, dekh lijiye.",sanitation,high
pls note main pipeline has burst in Kisan Chowk n whole road is flooded since morning,water_supply,high
This is to inform the concerned department that water supply to the health centre in Sector 4 has been cut off and they cannot run the ward. I am ready to show the spot to your team any time.,water_supply,high
"Just want to say that the community tap in Patel Nagar has a broken handle so it cannot be closed properly honestly speaking. no hurry, whenever possible.",water_supply,medium
"Supply water in Patel Nagar turned white and oily this morning, nobody is willing to drink it again and again. Aap se request hai, dekh lijiye.",water_supply,high
Requesting a notice board at the Nehru Colony office showing the scheduled maintenance days. Thank you.,electricity,low
Requesting a repair estimate for shifting my water line inside the plot in Gandhi Nagar.,water_supply,low
I would like to bring to your notice that sewage has overflowed into the ground floor houses of Ashok Vihar and people cannot stay inside. We request immediate action before something bad happens.,sanitation,high
Submitting this complaint to inform that teh labour room in the Bharat Nagar hostpital is dirty and two women developed infections after delivery. Requesting urgant intervention.,healthcare,high
I WOULD LIKE TO BRING TO YOUR NOTICE THAT I WOULD LIKE TO VOLUNTEER FOR A PLANTATION AND CLEANING DRIVE IN VIVEK VIHAR EVEN AFTER SO MANY COMPLAINTS. PLEASE INFORM AT YOUR CONVENIENCE,sanitation,low
Just want to say that the fogging vehicle has not visited Model Town this season at all.,sanitation,medium
"Respected sir, requesting extended OPD hours at the Patel Nagar clinic for people who work in the day honestly speaking.",healthcare,low
"We are really fed up, teh labour room in the Civil Lines hospital is dirty and two women developed inefctions after delivery. Somoene can get seriously hurt.",healthcare,high
"Hello sir, the last bus from Ward 3 leaves too early for people returning from work. Kindly treat this as an emergency.",roads_transport,medium
"sir ji, a large tree has fallen across the Indira Colony road and even the ambulance could not pass. Kripya ek baar dekh lijiye.",roads_transport,high
supply in Nehru Colony is cut every morning without any prior notice or announcement. This was also discussed in our last residents meeting. hoping for a permanent fix this time.,electricity,medium
Please note requesting that teh meter reader visit Gandhi Nagar on weekends so people are at home. Kindly forward this to teh right department if it is not yours. Appreciate your help.,water_supply,low
"Look, the line over ourr terrcae in Sun City hangs so low that my neighbour can touch it while drying clothes. I am ready to show the spot to ur team any time.",electricity,high
Just want to say that requesting information about home composting support for households in Rajiv Nagar. This was also discussed in our last residents meeting,sanitation,low
"Namaste sir, requesting a shed outside the Patel Nagar centre for people waiting in the queue. Many residents of the area feel the same way. Kripya jaldi karwa dijiye.",ration_aadhar,low
"Hello sir, doctors at the Sun City government hospital often do not turn up before eleven. please let us know the action taken.",healthcare,medium
"Look, teh widow pension for my wife in Sector 14 has been stopped due to a seeding error even after so many complaints. This needs attention today itself.",ration_aadhar,high
This is to inform the concerned department that the labour room in the Dev Nagar hospital is dirty and two women developed infections after delivery,healthcare,high
"Sir ji, encroachment by shops has narrowed the Sun City road to half its width. Koi sunwai nahi ho rahi.",roads_transport,medium
pls note I want to know if Rose Garden area has a separate e-waste collection day,sanitation,low
"Hi, the Milan Vihar shop does not display the stock and rate board as required. Kindly look into the matter.",ration_aadhar,medium
"please dhyan dijiye, the old wiring on the Indira Colony pole is loose and keeps causing flickering in all the houses.",electricity,medium
"current is coming in our taps in Subhash Chowk, it seems some earthing fault in line",electricity,high
"a blocked sewer line in Ward 3 has been overflowing on the main road for 3 din. Aap se request hai, dekh lijiye.",sanitation,high
please confirm the last date of payment for the current cycle in Civil Lines again and again. I am available on my registered mobile number for any verification. Kripya ek baar dekh lijiye.,electricity,low
a patient was bleeding in Vivek Vihar casualty n waited over an hour with no attention. we request immediate action before something bad happens.,healthcare,high
Just want to say that the Ashok Vihar road was dug for cabling and repaired very poorly. we have complained earlier as well.,roads_transport,medium
I would like to bring to ur notice that people are dumping household waste in the empty plot in Green Park every night. Requesting the department to act.,sanitation,medium
Requesting a drinking water point near the bus stop in Milan Vihar and nobody listens. Kindly forward this to the right department if it is not yours. Please inform at your convenience.,water_supply,low
I would like to bring to your notice that street lights along the Lajpat Nagar stretch are working only on one side.,roads_transport,medium
"Hi, the public toilet in Sector 14 is cleaned only in the morning and stays dirty all day even after so many complaints. This has been going on for a while now.",sanitation,medium
Submitting this complaint to inform that teh voltage in Rajiv Nagar is so low that neither the fan nor the motor runs properly. I have already spoken to the local office once. Kindly look into the matter.,electricity,medium
"Respected sir, the streetlight timer in Ward 18 is set wrong, lights stay on all day and go off at night.",electricity,medium
Kindly note that a dead animal has been lying near the Rose Garden dump for 10 days and the smell is unbearable again and again.,sanitation,high
requesting a wheelchair at the entrance of the Milan Vihar hospital. Many residents of the area feel the same way. Bahut dikkat ho rahi hai humein.,healthcare,low
"Respected sir, our entire lane in Dev Nagar has not received the monthly quota this month. Kindly treat this as an emergency.",ration_aadhar,high
"The Gandhi Nagar centre does not maintain patient records properly, they ask us to bring old slips as usual.",healthcare,medium
"I wish to report that current is coming in our taps in Rajiv Nagar, it seems there is some earthing fault in teh line as usual. Please do it urgently if possible.",electricity,high
I wish to report that road markings on the Housing Board Colony main road have completely faded.,roads_transport,medium
This is to inform the concenred dept that waterlogging on the Shiv Colony road stays for hours after even a short shower.,roads_transport,medium
Please confirm if my old records at the Nehru Colony centre can be retrieved like always.,healthcare,low
"Hi, the supply to the dialysis unit near Green Park keeps failing in the middle of treatment. we request immediate action before something bad happens",electricity,high
a patient was bleeding in the Ward 3 casualty and waited over an hour with no attention. please do not delay this further.,healthcare,high
"Hello sir, there is no lady doctor available at the Vivek Vihar centre on most days. I checked with the neighbours before writing this. Kindly look into the matter.",healthcare,medium
just want to say that I need a duplicate copy of my last three bills for my Old Market address.,electricity,low
I wish to report that please arrange a dustbin for the small park in Model Town.,sanitation,low
The only ventilator at the Jawahar Ward facility has been non-functional for weeks. Kindly treat it as important.,healthcare,high
"look, the Nehru Colony shop does not display the stock and rate board as required. We request immediate action before something bad happens.",ration_aadhar,medium
"hi, the bus shelter in Dev Nagar has no seating and a leaking roof. We have complained earlier as well.",roads_transport,medium
"sir ji, requesting a help desk for elderly applicants at the Krishna Colony centre. Puri colony pareshan hai.",ration_aadhar,low
there are no lights on the Milan Vihar bypass stretch and two accidents happened there this week. Puri colony pareshan hai,roads_transport,high
Requesting a repair estimate for shifting my water line inside the plot in Teachers Colony. Thank you.,water_supply,low
This is to inform the concerned department that the intensive care unit in Model Town has no trained staff at night to be very frank.,healthcare,high
"look, supply in Ward 18 stops midway whenever there is a power cut and never resumes that day as usual. Please arrange a solution soon.",water_supply,medium
It is requested to note that I want to know the load sanctioned on my connection in Ward 3. Please do it urgently if possible.,electricity,low
"the transformer in Ward 3 is making loud noises n throwing sparks, we are scared it will blast",electricity,high
"we are really fed up, the sweeper assigned to Vivek Vihar comes only once in three days. Please let us know the action taken.",sanitation,medium
the X-ray machine at Ward 18 hospital broken for fifteen weeks n accident cases are being shifted. kindly treat it as important,healthcare,high
"please note the Ward 12 centre does not maintain patient records properly, they ask us to bring old slips. We have complained earlier as well.",healthcare,medium
"Hello sir, medical certificates from teh Ward 21 centre take three visits to get issued. Requesting the departmet to act.",healthcare,medium
"Look, requesting a repair estimate for shifting my water line inside the plot in Sun City. would appreciate a quick response",water_supply,low
"Sir ji, the Sector 9 road was dug for cabling and repaired bahut poorly even after so many complaints. Aap se request hai, dekh lijiye.",roads_transport,medium
please note I want to know the load sanctioned on my connection in Shiv Colony again and again. I have attached nothing but can share photos if needed. Please inform at your convenience.,electricity,low
The road sweeping in Tilak Ward is done at noon when there is heavy traffic to be very frank. This has been going on for a while now.,sanitation,medium
Please share the updated timetable for buses passing through Teachers Colony. Koi sunwai nahi ho rahi.,roads_transport,low
The public toilet in Mill Area is cleaned only in the morning and stays dirty all day. Requesting urgent intervention.,sanitation,medium
The Patel Nagar flyover expansion joint has come loose and vehicles jump over it and nobody listens. Please do not delay this further.,roads_transport,high
I wish to report that I would like to request tree plantation along the MG Road road divider. I checked with the neighbours before writing this. Kindly treat it as important.,roads_transport,low
"namaste sir, the supply to the dialysis unit near Ward 7 keeps failing in the middle of treatment as usual. Kripya jaldi karwa dijiye.",electricity,high
Cattle waste is not being cleared from the Vivek Vihar road near the dairy.,sanitation,medium
Please inform the schedule of road resurfacing work planned in Rose Garden. Please send someone immediately.,roads_transport,low
"please dhyan dijiye, requesting a tariff booklet or rate chart for households in Ward 7. I am available on my registered mobile number for any verification. Puri colony pareshan hai.",electricity,low
"We are really fed up, heavy waterlogging on the Sector 4 underpass traps vehicles every time it rains. kindly treat this as an emergency",roads_transport,high
Requesting a notice board at teh Jawahar Ward office showing the schedlued maintenacne days.,electricity,low
Kindly note that please share the list of items and quantities available at the Sun City ration shop. Thank you.,ration_aadhar,low
"Rsepected sir, a deep pothole on teh Rose Garden main road caused a serious accident yesterday evening. This needs atetntion today itself.",roads_transport,high
